LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:5233ac,короче...,anyway...,,Original,BuyRareFishQuip
line:c96826,"за неё я тебе дам <sprite name=""Coin"" tint=1>{{FishPrice}}!",i gotta give you {{FishPrice}}\ncoin for this one!,,Original,BuyRareFishQuip
line:9a2691,{{FishName}}?!,the {{FishName}}!?,The next quip begins here,Original,BuyRareFishQuip
line:e8eb1e,вот это находка!,now that's a spectacular find!,,Original,BuyRareFishQuip
line:57e063,"даю <sprite name=""Coin"" tint=1>{{FishPrice}}!",i'll give you {{FishPrice}} for it!,,Original,BuyRareFishQuip
line:231720,ЧТО-ЧТО?!,WHA-WHAT!?,,Original,BuyRareFishQuip
line:cfe338,"ходят ЛЕГЕНДЫ, что в наших\nводах живёт {{FishName}}",i've heard LEGENDS of the\n{{FishName}} at hawk peak,,Original,BuyRareFishQuip
line:19bd98,но вот я вижу всё...,but here it is...,,Original,BuyRareFishQuip
line:ba2d62,...СВОИМИ СОБСТВЕННЫМИ ГЛАЗАМИ!!,...in front of MY VERY OWN EYES!!,,Original,BuyRareFishQuip
line:ca47a0,клэр,claire,,Original,BuyRareFishQuip
line:ece6f1,"за такой улов положено <sprite name=""Coin"" tint=1>{{FishPrice}}",i'll be givin' ya {{FishPrice}}\ncoins for this catch,,Original,BuyRareFishQuip
line:b283cd,вот,here,,Original,FishingTutorialBegin
line:34583b,я одолжу тебе мою\nзапасную удочку,i'll lend ya my spare rod,,Original,FishingTutorialBegin
line:6339c3,Дорогой путешественник!,Dear Sign Reader:,"This is a sign that is written by Avery, and shows up if the player hasn't seen the destination for this race.",Original,AveryBuildingSignStart
line:41138b,Любишь узнавать новое?,Do you like reading signs?,,Original,AveryBuildingSignStart
line:f55731,"Думаю да, раз ты\nчитаешь эту табличку.","I assume so, since this\nis happening right now.",,Original,AveryBuildingSignStart
line:dc8306,Тогда...,Well...,,Original,AveryBuildingSignStart
line:3d605e,Предлагаю тебе узнать всё из первых рук!,...I can introduce you to\nsomething WAY better than reading!,,Original,AveryBuildingSignStart
line:22768c,Два слова:,Two words:,,Original,AveryBuildingSignStart
line:1995fc,ПАРКУР,PARKOUR,,Original,AveryBuildingSignStart
line:5bca9d,БАТЛ,RACE,,Original,AveryBuildingSignStart
line:279e34,ПАРКУР-БАТЛ!!,PARKOUR RACE!!,,Original,AveryBuildingSignStart
line:b2c7ee,Я установлю финишную черту\nу <color=yellow>заброшенного здания</color>\nи сразу вернусь.,I'll be back right after I set up the\nfinish line at the <color=yellow>abandoned building.</color>,,Original,AveryBuildingSignStart
line:867ec1,—Эвери,-Avery,,Original,AveryBuildingSignStart
line:a8922b,хм,hmm,If the player reads it again.,Player,AveryBuildingSignStart
line:75c453,"надо бы разобраться, что это\nза <color=red>заброшенное здание</color>",maybe i better figure out where\nthis <color=red>abandoned building</color> is,,Player,AveryBuildingSignStart
line:195ec3,"Дорогой путешественник, привет!",Dear Sign Reader:,"This is a sign that is written by Avery, and shows up if the player hasn't seen the destination for this race.",Original,AveryLighthouseSignStart
line:ea09e4,,Hi!,,Original,AveryLighthouseSignStart
line:28aa9d,Я тебя не знаю.,I don't know you.,,Original,AveryLighthouseSignStart
line:594736,Но наверняка ты очень крут.,But you're probably pretty cool.,,Original,AveryLighthouseSignStart
line:265117,Я тоже!,I'm cool too!,,Original,AveryLighthouseSignStart
line:e4f834,Мы должны сразиться. В скорости.,We should race each other.,,Original,AveryLighthouseSignStart
line:9c692f,Будет круто.,It would be cool.,,Original,AveryLighthouseSignStart
line:5bbb11,Скоро вернусь!,BRB!,,Original,AveryLighthouseSignStart
line:dec8bf,Я ушла оставить ленточку около <color=yellow>маяка.</color>,I'm gonna setup a ribbon\nat the <color=yellow>lighthouse.</color>,,Original,AveryLighthouseSignStart
line:349c42,—Эвери,-Avery,,Original,AveryLighthouseSignStart
line:2eedcb,хм,hmm,If the player reads it again.,Player,AveryLighthouseSignStart
line:f415cc,"интересно, и где этот <color=red>маяк</color>?..",i wonder where that <color=red>lighthouse</color> is...,,Player,AveryLighthouseSignStart
line:be93a4,привет!,hi!,Meeting avery after seeing the sign.,Player,AveryIntroduction
line:c41913,ты эвери?,are you avery?,,Player,AveryIntroduction
line:c5cb9e,ДА!,YES!,,Original,AveryIntroduction
line:f330be,это я!!,that's me!!,,Original,AveryIntroduction
line:57672b,ты читала мою рекламу?,did you read my ad?,,Original,AveryIntroduction
line:b6a40c,ту табличку?,the sign?,,Player,AveryIntroduction
line:d7faa0,ага,yeah,,Player,AveryIntroduction
line:379365,СУПЕР!,GREAT!,,Original,AveryIntroduction
line:ada9fe,,sooo,,Original,AveryIntroduction
line:e5f6bc,тогда посоревнуемся?,you wanna race?,,Original,AveryIntroduction
line:38eabe,ПРИВЕТ!!,HI!!,Meeting Avery without seeing a sign,Original,AveryIntroduction
line:138175,меня звать ЭВЕРИ!!,my name is AVERY!!,,Original,AveryIntroduction
line:1f6831,приятно познакомиться!!,it's a pleasure to meet you!!,,Original,AveryIntroduction
line:0689f6,привет,hi,Meeting avery after seeing a sign cooresponding to a different race.,Player,AveryIntroduction
line:5d2d43,я клэр,i'm claire,,Player,AveryIntroduction
line:3efef0,"кажется, я видела твою табличку",i think i saw your sign,,Player,AveryIntroduction
line:c42308,УЖЕ ВИДЕЛА?!,you DID!?,,Original,AveryIntroduction
line:2a9577,ОТЛИЧНО!,EXCELLENT!,,Original,AveryIntroduction
line:16a037,"значит, ты пришла выяснить, кто быстрее?",so have you come to race me?,,Original,AveryIntroduction
line:13a7d0,ПРИВЕТ!!,HI!!,Meeting Avery without any context at all.,Original,AveryIntroduction
line:4058f3,меня звать ЭВЕРИ!!,my name is AVERY!!,,Original,AveryIntroduction
line:e21c0f,я — будущий ПАРКУР-МАСТЕР!!,i'm on a quest to become a\nPARKOUR RACING MASTER!!,,Original,AveryIntroduction
line:09b85d,клёво!,neat!,,Player,AveryIntroduction
line:e5d953,даже слишком клёво!!,you BET YOUR BOTTOM\nDOLLAR it's neat!!,,Original,AveryIntroduction
line:f112fa,но вообще,however,,Original,AveryIntroduction
line:60e62b,мне нужно с кем-то\nпотренироваться!,i'm trying to find someone\nto practice with!,,Original,AveryIntroduction
line:a3f689,так что...,so...,,Original,AveryIntroduction
line:07eebc,...может наперегонки?,...any chance you wanna\ngo for a race?,,Original,AveryIntroduction
line:161a9e,привет ещё раз!,hello again!,If you talk to them again.,Original,AveryIntroduction
line:d89d2a,посоревнуемся?,you wanna race me?,,Original,AveryIntroduction
line:847103,сегодня будет большой забег!,there's this big race happening today!,"If you ask Avery why she didn't participate in the Meteor Lake race, which other joggers are in.",Player,AveryStory
line:0c7748,НУ...,WELL...,,Original,AveryStory
line:c66965,,um,,Original,AveryStory
line:e86d3a,"неприятно получилось, но","it's a little embarrassing, but",,Original,AveryStory
line:7eccb9,я ДОЛЖНА была сегодня\nбежать марафон,i was SUPPOSED to run in\nthe marathon today,,Original,AveryStory
line:5e5d79,"но я, оказывается, проворонила регистрацию!!",but it turns out i\nmissed registration!!,,Original,AveryStory
line:53ca5e,оу,ohh,,Player,AveryStory
line:6899de,"сочувствую, это фигово","sorry, that sucks",,Player,AveryStory
line:d03709,да,yup,,Original,AveryStory
line:fc23e2,надо сказать,i gotta say,,Original,AveryStory
line:ae8420,я очень расстроилась,i was pretty bummed out,,Original,AveryStory
line:70fec6,как будто пришлось совсем\nбросить соревнования,kinda felt like giving up on racing,,Original,AveryStory
line:c81a55,...,...,,Original,AveryStory
line:336807,но потом я часа два залипала\nв ролики с паркуром,but then i spent like 2 hours\nwatching parkour videos,,Original,AveryStory
line:b11f26,так что теперь паркур —\nмоя страсть!!,and now my new passion\nis PARKOUR RACING!!,,Original,AveryStory
line:152928,,so whatever,,Original,AveryStory
line:39df05,"круто, что у меня такой напарник!",i'm glad you were willing\nto help me practice!,,Original,AveryStory
line:1fc720,конечно!,sure!,Dialogue choice.,Player,AveryIntroQuestion
line:87caf1,попозже,later,Dialogue choice.,Player,AveryIntroQuestion
line:5d6a3f,ОООТЛИЧНО!,FAAANTASTIC!,Transitions into the corresponding Race Intro.,Original,AveryIntroQuestion
line:979808,"о, ну...",oh well,If you decline.,Original,AveryIntroQuestion
line:b43347,хорошо,alright then,,Original,AveryIntroQuestion
line:1dfc0b,приветик!,hiya!,When you meet Avery again after having done a different race.,Original,BuildingRaceIntro
line:1b45fa,"ну что, смотри",ok ok so,,Original,BuildingRaceIntro
line:b3bcd8,я придумала ещё один маршрут!,i've set up another route to race!,,Original,BuildingRaceIntro
line:dc7795,ты как?,you want in?,,Original,BuildingRaceIntro
line:ba60b5,вперёд!,sure!,,Player,BuildingRaceIntro
line:dff24b,куда побежим?,where we racing to?,,Player,BuildingRaceIntro
line:021dc4,на западе отсюда есть\nзаброшенное здание,so there's this abandoned building\nto the west of here,,Original,BuildingRaceIntro
line:f68100,по крайней мере,at least,,Original,BuildingRaceIntro
line:12ad83,"я так думаю, что оно заброшенное",i think it's abandoned?,,Original,BuildingRaceIntro
line:d00be3,ну неважно,anyway,,Original,BuildingRaceIntro
line:2178c6,давай заберёмся на крышу!,i'm thinking we should race\nto the top of it!,,Original,BuildingRaceIntro
line:d50cd3,"кто первый дотронется до\nстолба, тот и выиграл!",whoever touches the post\nup there first WINS!,,Original,BuildingRaceIntro
line:6185b8,и ещё,and also,,Original,BuildingRaceIntro
line:2c7375,за весь забег можно использовать\nтолько <color=red>5 золотых перьев!</color>,we should only use <color=red>5 golden\nfeathers</color> during this race!,,Original,BuildingRaceIntro
line:4d180f,так будет интересней!,that'll make\nit more interesting!,,Original,BuildingRaceIntro
line:36faf6,ты готова?,you ready?,,Original,BuildingRaceIntro
line:87bd3d,ну как насчёт забега?,so how about that race?,,Original,BuildingRaceIntro
line:fecfc9,привет опять!,hello again!,,Original,BuildingRaceIntro
line:eb3492,ещё раз до заброшки?,you wanna rematch to the abandoned building?,,Original,BuildingRaceIntro
line:5b8929,хорошо!,alright!,,Original,BuildingRaceRetry
line:5a5e6e,ПОГНАЛИ!,LET'S GET TO IT!,,Original,BuildingRaceRetry
line:1a7c54,хорошо,okay,"If you decline to race, because you don't have the racing shoes.",Original,CancelRaceShoes
line:6523af,"я буду тут, пока ты ищешь!",i'll wait 'till you've found a pair!,,Original,CancelRaceShoes
line:cf5a2d,хм!,hmm!,If you try to race before having enough feathers.,Original,ConsiderFeathersRace
line:1a01ba,тебе бы найти побольше\nперьев перед забегом,you might want to find more feathers\nbefore trying this race,,Original,ConsiderFeathersRace
line:d65056,без них будет трудно!,it might be hard to keep\nup without them!,,Original,ConsiderFeathersRace
line:34ba2d,я всё равно побегу!,i'll race anyway!,Dialogue choice.,Player,ConsiderFeathersRace
line:dbe9d2,тогда постой,"wait, nevermind",Dialogue choice.,Player,ConsiderFeathersRace
line:270726,хорошо,alrighty,,Original,ConsiderFeathersRace
line:842f68,сделаем это!,lets do this!,,Original,ConsiderFeathersRace
line:8023cb,"я подожду, пока ты ищешь!",i'll wait until you find more!,,Original,ConsiderFeathersRace
line:b8b05f,окей,ok,"When you win the race, it's important that these quips suggest she'll do better next time, because each time you race them, they do get better.",Original,WinRegular
line:410521,надо признать,i have to admit,,Original,WinRegular
line:d03dbb,ты хороша!,you are GOOD!,,Original,WinRegular
line:ee7b3d,но,but,,Original,WinRegular
line:ab236a,я только разогреваюсь!,i feel like i was\njust getting warmed up!,,Original,WinRegular
line:34b061,"блин, опять ты выиграла!",dang you got me again!,When you win the race again.,Original,WinRegular
line:a25523,у тебя конечно были\nловкие движения,you've got some slick moves,,Original,WinRegular
line:a3fcc4,но,but,,Original,WinRegular
line:73d813,я там лоханулась пару раз,i messed up a bit,,Original,WinRegular
line:667c1a,"по-моему, я могу гораздо лучше",i think i could have\ndone much better,,Original,WinRegular
line:d9b608,ты обошла меня!!,you beat me!!,,Original,WinRegular
line:e9765f,"я думала, победа уже за мной...",i thought i had that one...,When you win the race again.,Original,WinRegular
line:de783c,ну ничего,well,,Original,WinRegular
line:4f85ff,"если захочешь ещё разок,","if you ever want another go,",,Original,WinRegular
line:f30d81,я могу стать ещё сильнее!,i think i could still improve!,,Original,WinRegular
line:d1e24e,"клэр, ты МАШИНА",claire you are a MACHINE,"After beating Avery a few times, they'll start using the exact route that you did last (they'll follow your racing ghost). This dialogue occurs after beating this ""ghost.""\",Original,WinGhost
line:84abb0,ты добралась досюда\nвсего за {{WonRaceTime}} с!,you got here in just {{WonRaceTime}} seconds!,,Original,WinGhost
line:c81118,у тебя можно многому научиться,i bet i can learn\na lot from you,,Original,WinGhost
line:02e40e,ладно,welp,,Original,WinGhost
line:9809e3,"я буду здесь, если захочешь\nпробежать ещё раз!",i'll always be around\nif you want a rematch!,,Original,WinGhost
line:88fb28,"спорим, что если я возьму\nу тебя кое-какие приёмы...",i bet if i borrowed some\nof your strategies...,,Original,WinGhost
line:7235ad,...в следующий раз выиграю я!,...i could beat ya next time!,,Original,WinGhost
line:3c0edf,ё-моё,woah,If you beat them again.,Original,WinGhost
line:59d4d9,ты опять меня обошла,you beat me again,,Original,WinGhost
line:037fb6,всего за {{WonRaceTime}} с! даже не верится!,i can't believe it only\ntook you {{WonRaceTime}} seconds!,,Original,WinGhost
line:b6224a,спортсмен ты явно покруче меня,you're definitely the better racer,,Original,WinGhost
line:e462ab,в следующий раз попробую твой маршрут!,i oughta try your route next time!,,Original,WinGhost
line:c275da,чёрт возьми!,gosh dang it!,If you beat them again.,Original,WinGhost
line:e4105e,ты слишком хороша!,you're too good!,,Original,WinGhost
line:ab381e,как мне переиграть {{WonRaceTime}} с?,how am i supposed to\nbeat {{WonRaceTime}} seconds?,,Original,WinGhost
line:2633f1,хм...,hmm...,,Original,WinGhost
line:cf79da,в следующий раз,"next time,",,Original,WinGhost
line:8e7e1a,попробую пробежать как ты!,i'll try doing what you did!,,Original,WinGhost
line:4fe818,я выиграла!,i won!,If you lose to them,Original,LoseRegular
line:68c867,ты достойный соперник,you put up a good race,,Original,LoseRegular
line:9407b2,было очень весело!,that was really fun!,,Original,LoseRegular
line:9147fc,хороший забег!,good race!,If you lose to them again.,Original,LoseRegular
line:3df838,у тебя было несколько\nкрасивых движений,you had some smooth moves,,Original,LoseRegular
line:a1f4a4,"я всегда готова к реваншу,\nесли захочешь!",i'm always be down for a\nrematch if you want one!,,Original,LoseRegular
line:024a95,да!!,yes!!,If you lose to them again.,Original,LoseRegular
line:e56819,люблю хорошие забеги!,i love a good race!,,Original,LoseRegular
line:5ad305,спасибо за участие,thanks for racing me,,Original,LoseRegular
line:775c7e,"надеюсь, я тебя не вымотала!",i hope i haven't tired you out!,,Original,LoseRegular
line:f50d0e,я сделала это!,i did it!,"If you lose to your ""ghost"" - its important to mention that Avery copied your route from last time.",Original,LoseGhost
line:80a866,наконец-то!,finally!,,Original,LoseGhost
line:3105f5,"хотя, если быть честной","although, if i'm being honest",,Original,LoseGhost
line:86ab73,я как бы... скопировала\nтвою прошлую схему,i kinda... copied your strategy from last time,,Original,LoseGhost
line:7fd42d,я выиграла!,i won!,If you lose to your ghost again.,Original,LoseGhost
line:26f439,фух!,phew!,,Original,LoseGhost
line:046e08,было тяжко,that was tight,,Original,LoseGhost
line:b00e7c,,i hope you don't mind but,,Original,LoseGhost
line:13d8b9,"надеюсь, ты не против, что\nя взяла пару твоих приёмов!",i borrowed some of your\nmoves for that run!,,Original,LoseGhost
line:242318,ааа победа!,ahh i won!,If you lose to your ghost again.,Original,LoseGhost
line:ec2585,клэр...,claire...,,Original,LoseGhost
line:f728a3,я многому научилась у тебя!,i've learned so much from racing you!,,Original,LoseGhost
line:467ab2,да я у тебя в долгу!!,i really owe you one!!,,Original,LoseGhost
line:04f642,"повезло, что ты мой напарник!",i'm glad i've got\nyou as my racing buddy!,,Original,LoseGhost
line:7668e2,ОЙ!,OH!,"After losing a race, she'll give you the walkie talkie.",Original,GiveWalkieTalkie
line:eafb86,чуть не забыла,i nearly forgot,,Original,GiveWalkieTalkie
line:f5011f,это тебе!,i've got something for you!,,Original,GiveWalkieTalkie
line:504db6,если потеряешься\nво время забега,if you ever get lost during a race,,Original,GiveWalkieTalkie
line:dfdf49,"позвони мне, и мы начнём сначала!",ring me up and we can start over!,,Original,GiveWalkieTalkie
line:bfec65,"да, насыщенный такой денёк был",it's kinda been a busy day,"When you beat the game and talk to the Aunt again, you'll tell her three things you did that day. This node contains all the different things you can tell her, based on what you did.",Player,AuntDynamic
line:c89ff4,правда?,oh yeah?,,Original,AuntDynamic
line:404828,чем ты занималась?,what have you been up to?,,Original,AuntDynamic
line:0a3c2e,ну...,well...,,Player,AuntDynamic
line:5af845,{{Transition}},{{Transition}},"{{Transition}} is replaced with some sort of bridging comment, like ""um.. what else did I do today"" or ""OH! And...""",Player,AuntDynamic
line:8e9024,мне дали ломтик тоста,i got a piece of toast,If you got the secret toast.,Player,AuntDynamic
line:e6bd98,...с клубникой?!,...and strawberries?!,The toast is supposed to come with strawberries - but they were out.,Original,AuntDynamic
line:5f05ce,"нет, просто тост","no, just the toast",,Player,AuntDynamic
line:409a51,оу,aw,,Original,AuntDynamic
line:46b377,{{Transition}},{{Transition}},,Player,AuntDynamic
line:261c74,я съела ломтик тоста,i ate some toast,If you got the toast AND ate it.,Player,AuntDynamic
line:009979,...с клубникой?!,...and strawberries?!,,Original,AuntDynamic
line:b2a1c9,"нет, просто тост","no, just the toast",,Player,AuntDynamic
line:2e2822,оу,aw,,Original,AuntDynamic
line:fad92e,{{Transition}},{{Transition}},,Player,AuntDynamic
line:4701d0,я поймала много рыбы!,i caught a lot of fish!,If you filled out the fish journal.,Player,AuntDynamic
line:d92c73,то есть,"and i mean like,",,Player,AuntDynamic
line:d279c1,МНОГО рыбы,a LOT of fish,,Player,AuntDynamic
line:2f76d7,я заполнила целый рыбный журнал!,i filled out a whole journal of them!,,Player,AuntDynamic
line:648e7e,ого!,wow!,,Original,AuntDynamic
line:9b81a1,ты времени зря не теряла,you HAVE been busy,,Original,AuntDynamic
line:dfa256,{{Transition}},{{Transition}},,Player,AuntDynamic
line:fb29a1,я поймала редкую рыбу!,i caught a really rare fish!,If you caught a rare fish - this won't happen if you already talked about fishing.,Player,AuntDynamic
line:125b38,с каких пор ты умеешь рыбачить?,since when did you learn to fish?,,Original,AuntDynamic
line:ab56c2,сегодня научилась!,just today!,,Player,AuntDynamic
line:a25894,ого!,wow!,,Original,AuntDynamic
line:58bf75,ты времени зря не теряла,you HAVE been busy,,Original,AuntDynamic
line:224db4,{{Transition}},{{Transition}},,Player,AuntDynamic
line:8f1170,я научилась ловить рыбу!,i learned how to fish!,If you learnt how to fish - this won't happen if you already talked about fishing.,Player,AuntDynamic
line:1adf1a,правда?,did you now?,,Original,AuntDynamic
line:52fcb1,да!,yeah!,,Player,AuntDynamic
line:acf384,билл одолжил мне удочку,bill lent me a fishing rod,,Player,AuntDynamic
line:b1fcde,"конечно же, это был билл!",of course it was bill!,,Original,AuntDynamic
line:0588d0,никогда не видела его без удочки!,i don't think i've ever\nseen him NOT fishing!,,Original,AuntDynamic
line:9ae69f,{{Transition}},{{Transition}},,Player,AuntDynamic
line:aebc89,"я конечно не хвастаюсь, но",i don't mean to brag but,If you get 20+ in Beachstickball,Player,AuntDynamic
line:b4c4e6,"кажется, я теперь чемпион мира\nпо пляжному палкаболу",i think i became a beachstickball\nworld champion today,,Player,AuntDynamic
line:766c37,что за пляжный палкабол?,what's beachstickball?,,Original,AuntDynamic
line:d60db0,это новое слово в спорте,it's gonna be the next big thing,,Player,AuntDynamic
line:f81b4f,"как волейбол, только с палками",it's like volleyball\nbut with a stick,,Player,AuntDynamic
line:991695,я б сыграла!,i'd play that!,,Original,AuntDynamic
line:c7ee6a,{{Transition}},{{Transition}},,Player,AuntDynamic
line:c3d3b6,я играла в пляжный палкабол,i played a game of beachstickball,If you play Beachstickball and get under 20 points,Player,AuntDynamic
line:695b04,что такое пляжный палкабол?,what's beachstickball?,,Original,AuntDynamic
line:edbc45,в него тут играли дети,it's some game the kids play,,Player,AuntDynamic
line:23899f,они всегда играют во что-то новое,they're always playing something new,,Original,AuntDynamic
line:3983bc,я уже не могу угнаться за молодёжью,i can't keep up with\nthe youth these days,,Original,AuntDynamic
line:c90080,{{Transition}},{{Transition}},,Player,AuntDynamic
line:4ba184,я была на таинственном острове!,i swam out to a mysterious island!,If you visit the secret island.,Player,AuntDynamic
line:bdf471,ты про местечко пата?,you mean pat's point?,,Original,AuntDynamic
line:9d3c6f,оно так называется?,is that it's name?,,Player,AuntDynamic
line:1881c5,теперь звучит совсем\nне так таинственно,that makes it sound like,,Player,AuntDynamic
line:c58a48,,way less mysterious,,Player,AuntDynamic
line:ebbf38,ну прости!,sorry!,,Original,AuntDynamic
line:445da7,{{Transition}},{{Transition}},,Player,AuntDynamic
line:e04a0e,я стукнула по камню лопатой...,i whacked my shovel against this rock...,If you hit your shovel against the money rock - this is a reference to Animal Crossing.,Player,AuntDynamic
line:cd7653,...и из него высыпались ДЕНЬГИ!,...and MONEY came out!,,Player,AuntDynamic
line:2decf0,это был ДЕНЕЖНЫЙ КАМЕНЬ!,it was a MONEY ROCK!,,Player,AuntDynamic
line:5ee56c,ну тут ты уже просто выдумываешь!,well now you're\njust making stuff up!,,Original,AuntDynamic
line:b89fb0,"я очень сомневаюсь, что ты нашла\nнастоящий денежный камень","i highly doubt you\nfound this ""money rock""",,Original,AuntDynamic
line:35d0ae,,...in ontario,This is a joke - since it sounds like a Money Rock would be made up - but then it turns out they are a real thing in this universe - kind of breaking your expectations.,Original,AuntDynamic
line:c46fe3,они же только в западной части страны,they're more of a\nwest-coast thing,,Original,AuntDynamic
line:cff45e,{{Transition}},{{Transition}},,Player,AuntDynamic
line:25bb37,я выиграла в соревнованиях по паркуру!,i won a parkour race today!,If you did a race.,Player,AuntDynamic
line:f3b6c6,ого!,wow!,,Original,AuntDynamic
line:7928ef,э-э,uh,,Original,AuntDynamic
line:4e9c9a,что такое паркур?,what's parkour?,,Original,AuntDynamic
line:ad18f9,"ну, это когда...",uh it's like...,,Player,AuntDynamic
line:934183,ты лазаешь и прыгаешь по всяким штукам?,jumping around and climbing stuff?,,Player,AuntDynamic
line:4c1ca4,звучит весело,that sounds fun,,Original,AuntDynamic
line:923cea,{{Transition}},{{Transition}},,Player,AuntDynamic
line:62c03b,я встретила художника!,i met an artist today!,If you did the Artist Quest.,Player,AuntDynamic
line:fc6c10,он рисовал местные пейзажи,they were painting landscapes here,,Player,AuntDynamic
line:375b88,у него отличный стиль,their art was amazing,,Player,AuntDynamic
line:cb77e8,"да, пик ястреба прекрасен",well hawk peak is beautiful,,Original,AuntDynamic
line:d39337,так что я не удивлена!,so i'm not surprised!,,Original,AuntDynamic
line:1bcea0,{{Transition}},{{Transition}},,Player,AuntDynamic
line:91ce9c,я нашла друга на смотровой площадке!,i made a friend at outlook point!,If you got the secret map from meeting the Dog at outlook point.,Player,AuntDynamic
line:249ef2,пожарная вышка очень крутая,the firetower is really cool,,Player,AuntDynamic
line:87cd22,точно!,yeah!,,Original,AuntDynamic
line:68d4d8,мы там провожали закаты,it's a great place\nto watch the sunset,,Original,AuntDynamic
line:8fbef4,{{Transition}},{{Transition}},,Player,AuntDynamic
line:d6ac30,я нашла секретный\nпуть через гору!,i found a secret shortcut\nthrough the mountain!,If you opened a secret cave.,Player,AuntDynamic
line:d11cfe,то есть...,you mean...,,Original,AuntDynamic
line:7da2ab,ты шла по закрытым туннелям?,you got through the\nblocked tunnels!?,,Original,AuntDynamic
line:3a7aeb,это же очень опасно,that's very dangerous,,Original,AuntDynamic
line:e7693c,их не просто так перекрыли!,they were blocked off\nfor a reason!,,Original,AuntDynamic
line:c63da6,ха-ха ууууупс!,haha whooooops!,,Player,AuntDynamic
line:c12b29,клэр!,claire!,,Original,AuntDynamic
line:ba9c90,{{Transition}},{{Transition}},,Player,AuntDynamic
line:e14636,"кажется, я встретила будущего\nпремьер-министра...",i think i met a future\nprime minister today...,If you talked to the sandcastle frog and saw their entire election process.,Player,AuntDynamic
line:86d7f5,"или министра, или профессионального архитектора!",either that or a\nmaster architect!,,Player,AuntDynamic
line:1786cb,ты про мальчика который\nстроит замки из песка?,you mean sandcastle kid?,,Original,AuntDynamic
line:1d6dff,"да, мальчик который\nстроит замки из песка",yeah the sandcastle kid,,Player,AuntDynamic
line:c24aa0,я не удивлена,i'm not surprised,,Original,AuntDynamic
line:d4a6b1,это классический мальчик который\nстроит замки из песка,that's classic sandcastle kid,,Original,AuntDynamic
line:f7fa0b,{{Transition}},{{Transition}},,Player,AuntDynamic
line:9e187f,я вступила в клуб скалолазов,i joined a rock climbing club,If you joined the rock climbing club.,Player,AuntDynamic
line:75a43e,очень хорошо!,very nice!,,Original,AuntDynamic
line:749356,это отличная физическая нагрузка,that's good exercise,,Original,AuntDynamic
line:d4ed04,большой клуб?,is it a big club?,,Original,AuntDynamic
line:8c6ac2,"ну, это...",uh,,Player,AuntDynamic
line:35befd,,it...,,Player,AuntDynamic
line:ff84e0,...как посмотреть?,...depends?,,Player,AuntDynamic
line:2bb787,"хм, понятно",hmm ok,,Original,AuntDynamic
line:3a7c33,{{Transition}},{{Transition}},,Player,AuntDynamic
line:1c15b4,я заплатила за учебный семестр!,i paid a semester's tuition today!,If you helped the Tough Bird's tuition.,Player,AuntDynamic
line:8e2ebf,ты ЧТО сделала?!,you WHAT?!,,Original,AuntDynamic
line:20474f,ну да,yeah uh,,Player,AuntDynamic
line:70ca6f,"не за свой, но",not mine but,,Player,AuntDynamic
line:c47b6e,"заплатила, да",i did,,Player,AuntDynamic
line:3ba7b7,э-э-э,uhh,,Original,AuntDynamic
line:094dfd,"это хорошо, наверное",that's good i guess,,Original,AuntDynamic
line:d71849,{{Transition}},{{Transition}},,Player,AuntDynamic
line:4fcad8,"кажется, я поняла, что значит работать в стартапе",i think i joined\nthe gig economy,If you complete the Shell Kid's quest.,Player,AuntDynamic
line:a611b9,что-что поняла?,you what?,,Original,AuntDynamic
line:edc3b2,"эхх, долго рассказывать",eh it's a long story,,Player,AuntDynamic
line:fed760,что ж,well,,Original,AuntDynamic
line:a8188b,"надеюсь, тебе хорошо заплатили!",i hope the pay was good!,,Original,AuntDynamic
line:b93bda,{{Transition}},{{Transition}},,Player,AuntDynamic
line:91bfb2,я купила шляпу лесничего!,i bought this rangers hat!,If you're wearing the ranger hat,Player,AuntDynamic
line:885ef3,"твоя тебе так идёт,","you wear yours so well,",,Player,AuntDynamic
line:ebedd0,вот я и решила взять\nсебе такую же!,i thought i'd better get one too!,,Player,AuntDynamic
line:d8a4f2,что думаешь?,what do ya think?,,Player,AuntDynamic
line:6ad66d,я купила шляпу лесничего!,i bought a rangers hat!,IF you only bought the hat,Player,AuntDynamic
line:0b64f5,"твоя тебе так идёт,","you wear yours so well,",,Player,AuntDynamic
line:4b3970,вот я и решила взять себе такую же!,i thought i'd better get one too!,,Player,AuntDynamic
line:defe11,как тебе?,check it out,,Player,AuntDynamic
line:7510e8,хороший выбор!,nice buy!,,Original,AuntDynamic
line:f6d137,смотрится превосходно!,it looks great on you!,,Original,AuntDynamic
line:db992b,{{Transition}},{{Transition}},,Player,AuntDynamic
line:7db621,теперь у меня есть\nклёвая повязка!,i got this cool headband!,If you're wearing the headband,Player,AuntDynamic
line:1c2a5d,как тебе?,check this out,,Player,AuntDynamic
line:b00b9c,ну,eh?,,Player,AuntDynamic
line:b2e01d,"довольно клёвая, да?",pretty cool huh?,,Player,AuntDynamic
line:dc6a15,очень!,it IS pretty cool,,Original,AuntDynamic
line:59fff7,{{Transition}},{{Transition}},,Player,AuntDynamic
line:d72750,я клад выкопала!,i found some buried treasure!,If you dug up treasure,Player,AuntDynamic
