LineCode,LineText
line:b3aa9d,"ПОЖАЛУЙСТА, НЕ СДАВАЙТЕ МЕНЯ"
line:e85302,Я ДАМ ВЗЯТКУ
line:085e0e,...
line:654eb8,"горсть червей, серьёзно?"
line:a8530b,ЭТО НАЖИВКА ДЛЯ РЫБЫ!!!
line:64224f,Я В ОТЧАЯНИИ!!!
line:2b567d,А ВЫ БЫ ЧТО СДЕЛАЛИ?!
line:bb2e31,"ну, эм"
line:148e27,не важно
line:57f777,я всё равно никому не скажу!
line:74f1fc,"погодите, правда?"
line:3ba4c7,разве вы не помощник рейнджера?
line:92558e,нет
line:827d58,моя тётя — рейнджер
line:74bd5d,но я на неё не работаю
line:6aa300,а вы...
line:db985f,а ты... точно не скажешь?
line:eeb843,точно
line:305a88,здорово!
line:be4b3a,"ну, думаю"
line:aaac24,можешь оставить наживку себе
line:b093fa,...спасибо
line:ba3592,а куда пропало разрешение?
line:69c63f,ну...
line:fa0875,ты не поверишь
line:803d48,слушаю
line:673f6f,его проглотила рыба
line:e89ded,что?
line:03a8fc,да брось
line:7585e0,честно!
line:1192ab,ага
line:695d8a,"и рыба была во-о-от такущая, да?"
line:fc6810,хе-хе
line:62a7fc,...
line:bb579f,я серьёзно!
line:85d0f9,ну что
line:9b9647,тебе понравилось?
line:0ddac1,играть в палкабол?
line:370aee,да!!!
line:0c80b9,конечно понравилось!
line:ad2aa7,"ну, не знаю"
line:73c36f,"спасибо, что научили играть!"
line:4a27f2,тебе спасибо!
line:80ddd6,"ты лучшая, Клэр!"
line:bda72b,волейбол мне всё-таки ближе
line:b7dbab,ЧТО?
line:be2c6d,но ведь палкабол — это как\nволейбол с суперсилами!
line:e67743,суперсилами ЛУПИТЬ ВСЁ ПАЛКОЙ!!
line:b337bd,сейчас наш рекорд — {{BallHitsBest}}!
line:734516,очень неплохо!
line:ac8f02,да!
line:4e13fc,крутая всё-таки у нас команда!
line:b5a671,"по-моему, мы творим историю"
line:05ad24,согласна
line:53839d,ух ты
line:0316a3,"пожалуйста, возьми себе!"
line:2e1d70,будешь смотреть на неё\nи вспоминать этот день!
line:9e97cf,я постараюсь
line:6b4643,э-э
line:2815c3,"отвечаю на бегу, но"
line:fce2e0,что случилось?
line:42b890,приём!
line:b78535,я жду тебя
line:9f0846,что случилось?
line:4664cb,давай заново!
line:0b9471,я сдаюсь
line:3f3cb7,"а, да ничего такого"
line:2fad91,"о, э"
line:c725b9,"конечно, можно и сначала"
line:eeec64,"оу, ну"
line:cf0cb8,и ладно
line:cdbd9e,некогда болтать
line:b7ad54,у нас соревнование!
line:23d9ce,"оу, понятно"
line:112092,до скорого
line:36e8b5,"эй, ты где?"
line:666c07,эм...
line:3957bb,"да так, гуляю..."
line:ac1f13,всё ещё у маяка!
line:422cc9,всё ещё на том старом доме!
line:c210da,всё ещё на вершине горы!
line:80c82b,эм...
line:35662f,без понятия!
line:9063e5,тусуюсь на Королевском хребте!
line:c8f6dd,я возле кладбища!
line:c37eaf,около туристического центра!
line:b3b718,эм...
line:f6baec,без понятия!
line:0f245f,приём?
line:b840fb,есть кто?
line:57b389,...
line:fcfe77,"эй, я же прям здесь!"
line:a2947e,здравствуйте
line:0ef52a,"да, привет опять"
line:0f9dd9,можете научить меня рыбачить?
line:6a7217,"ой, мне пора"
line:bc3e3a,конечно
line:ab1fac,понятно
line:3a790b,беги-беги
line:b212b9,как успехи?
line:789ef4,славно
line:8e7edc,сегодня клюёт
line:1f5189,клёво
line:c44b59,а...
line:a4385e,
line:ded164,а рыбачить вообще трудно?
line:9666a7,не
line:91cca3,легко
line:f48c91,"давай покажу, если хочешь"
line:1c9ae7,хочу!
line:9caa9b,не могу пока...
line:f4c5b4,...надо бежать
line:f278bb,"может, в другой раз!"
line:291979,забрасывать удочку совсем не сложно
line:6604e8,просто нажми <color=red>{{UseItemButton}}</color>
line:7c1ab4,так
line:0d5261,э-э
line:27214f,и что теперь?
line:d61168,жди
line:82e61b,о
line:57dd59,ладно
line:4881ca,э-э-э
line:208931,я всё правильно делаю?
line:0ee4bd,ага
line:9738da,может
line:d20e40,мне перезакинуть?
line:2b2920,ну или там
line:a8b829,место получше найти?
line:143bf5,место нормальное
line:a6ae7b,только что вон рыба плескалась
line:7aaa7b,это хороший знак
line:bb4c5a,иногда
line:fedeb0,надо просто подождать
line:fa0c59,вся соль в терпении
line:c98dd5,хм
line:3391fe,не самая сильная моя черта
line:6176a1,смотри-ка!
line:711ad5,рыба клюёт
line:ec2b87,мне тянуть?
line:ea2579,ещё рано...
line:2d1808,"погоди, пока не заглотит"
line:21ea75,давай!
line:022e5a,"нажми <color=red>{{UseItemButton}}</color>, чтобы подсечь!"
line:f28977,У-УХ
line:1b9660,А ТЕПЕРЬ ЧТО?!
line:62edd4,"вытягивай! <color=red>тяни удочку на себя с помощью <sprite name=""LStick"" tint=1></color>\nи <color=red>быстро нажимай {{UseItemButton}}!</color>"
line:0a85bc,вот так
line:797b04,проще пареной репы
line:a8f041,"не уверена, что проще"
line:938324,повар я так себе
line:5d1fb5,ну тогда
line:951cea,"проще, чем..."
line:d50e44,...съесть пареную репу?
line:b792ef,вот это по мне
line:5a3560,"простите, я шлёпнулась"
line:301d2a,неловко вышло...
line:6df5aa,вовсе нет
line:106ccc,"у тебя боевой настрой, дочка"
line:2d127f,и что мне делать с рыбой?
line:d22a1d,"да что захочешь, дочка"
line:b3a844,что ж
line:edae7d,"спасибо, что показали,\nкак ловить рыбу"
line:7d90ad,пустяки
line:4dde16,со временем ты набьёшь руку
line:a1f06c,у тебя это в крови
line:e15e41,что-то сомневаюсь!
line:f5e703,салют!
line:f86c61,поймала что?
line:5f8ba4,пока нет!
line:3272ea,салют
line:1aa413,привет!
line:9c378b,что делаешь?
line:3af5c8,делаю перерыв!
line:ebebee,хе
line:55ce13,только не говори никому
line:35f2e4,не буду
line:465370,да мне и некому говорить!
line:2dffb9,"хе, хорошо"
line:f34e5d,жду не дождусь вечера
line:344b05,вот закончится дежурство
line:c78884,пойду по какую-нибудь редкую рыбку!
line:b1ae1b,хобби у меня такое
line:ffc7e7,поймаешь что-нибудь сама...
line:80b8d1,"...тащи сюда, и я разменяю\nтвой улов на звонкую монету!"
line:498ec5,а я уже поймала!
line:e58d91,вот как?
line:e63e16,можно глянуть?
line:474bc1,"я бы с радостью, но\nу меня удочки нет!"
line:9fd6f9,"хм, а знаешь"
line:9970ab,мой дружище Билл может\nподогнать тебе удочку
line:c59c53,он сутками торчит на рыбалке 
line:5109d5,было бы здорово!
line:440856,"вот, посмотри..."
line:1a0169,потом покажу
line:367d35,хорошо
line:3f698b,это всё?
line:a459c7,"вот, посмотри..."
line:b45043,всё!
line:50990b,с тобой приятно иметь дело
line:3a381e,пока всё!
line:6d06d0,"звиняй, подруга"
line:12195a,такой экземпляр\nу меня уже есть
line:19ef60,но...
line:767d57,в таких случаях я буду\nдавать тебе <color=red>наживку!</color>
line:78df10,"да, рыба ловится и без наживки"
line:c0e82a,но с ней <color=red>намного быстрее!</color>
line:5a2721,меняю на наживку
line:e92255,ну бывай!
line:61c4db,у тебя неплохо выходит!
line:24427b,"возьми мой журнал. я туда записал,\nгде обитает всякая рыба"
line:e9c9ba,"будешь отмечать, кого поймала"
line:3ff5f0,ну как
line:1d1e6e,так-так!
line:f8c779,если я не ошибаюсь
line:0aa198,ты переловила всю\nрыбу из журнала!
line:01fa28,Клэр!
line:ede695,да у тебя настоящий ТАЛАНТ!
line:fcd7dc,спасибо!
line:044f51,хм
line:bc62db,есть у меня одна штука.\nнаверняка тебе пригодится
line:fb202a,я же могу тебе её доверить?
line:ae9b42,ух ты!
line:589568,красивая какая
line:c61af9,редкая рыбка к ней так и липнет
line:6cd696,только успевай вытягивать!
line:c99a3d,но не потеряй её
line:582f35,она мне очень дорога
line:20f45e,в нашей семье она передаётся\nиз поколения в поколение
line:b56eb9,вау
line:166488,и кстати
line:91991d,она из золота
line:92032c,так что
line:dd66ae,да
line:b9163e,не теряй её!
line:c74434,не буду!
line:b56f2a,неужто {{FishName}}?
line:97bebb,"плачу {{FishPrice}}<sprite name=""Coin"" tint=1>"
line:894a90,вы только гляньте!
line:07d9c0,это же {{FishName}}!
line:88a69a,"за это могу дать тебе {{FishPrice}}<sprite name=""Coin"" tint=1>"
line:8b666f,хороший улов
line:fd1bc1,{{FishName}} — мой любимчик
line:e586e5,"я дам тебе {{FishPrice}}<sprite name=""Coin"" tint=1>"
line:7b947d,недурно!
line:afa6f1,"{{FishName}} — бестия хитрая,\nуходила от меня не раз"
line:85a662,но всё-таки попалась!
line:33eb67,"плачу {{FishPrice}}<sprite name=""Coin"" tint=1>"
line:4b40dd,{{FishName}}...
line:0f5fd0,эту заразу я не жалую
line:34830c,цапнула меня как-то!
line:5182f6,но всё равно в моём списке!
line:a781ea,"оцениваю в {{FishPrice}}<sprite name=""Coin"" tint=1>"
line:b000f2,"ах, {{FishName}}"
line:94362f,"их много здесь, на Ястребином пике"
line:3f17f4,я дам тебе...
line:be6b8e,...монет так {{FishPrice}}
line:b983f1,{{FishName}}
line:53d466,хм
line:09a6c0,"думаю, {{FishPrice}}<sprite name=""Coin"" tint=1> — это\nчестная цена"
line:af44d3,гром и молния...
line:68b8f5,это ЧТО?!
line:3932c2,неужели {{FishName}}?!
line:33b39b,да это царский улов!
line:4b6053,"плачу все {{FishPrice}}<sprite name=""Coin"" tint=1>!"
line:92a95e,...что это тут у нас такое?
line:57c68d,никак не признаю
line:628f42,...
line:64082f,это {{FishName}}?
line:318344,эко диво!
line:55326e,"за него тебе полагается {{FishPrice}}<sprite name=""Coin"" tint=1>. займёт\nдостойное место в коллекции!"
line:6a3b6c,"да ты, никак, шутишь"
line:649c04,это {{FishName}}?!
line:f4fe1c,якорь мне в глотку!
line:7ba8b6,ты знаешь толк в рыбалке!
line:30fc6c,оно само получается!
line:fe0468,что ж
line:c9145d,это стоит никак не\nменьше {{FishPrice}} монет!
line:dd00eb,РАЗРАЗИ МЕНЯ ГРОМ!
line:167408,Клэр
line:e73033,ты всем рыбакам рыбак!
line:95aed6,{{FishName}} так просто не даётся!
line:0cee57,"за такое я плачу {{FishPrice}}<sprite name=""Coin"" tint=1>!"
line:11948d,чтоб меня!
line:80ebac,"{{FishName}}, да?"
line:c4e192,мы старые знакомые
line:ea1733,последний раз я это чудо-юдо\nвидел почти ПЯТЬ лет назад!
line:e2023a,представь
line:49307f,я его на крючок
line:79fe4a,а оно ка-а-ак потянет!
line:08d8a6,и в общем
line:fbeb38,зараза эта...
line:43ea55,сильная до жути!
line:7fa3cf,чуть с лодки меня не стащила!
line:5894ed,не может быть!
line:1feda5,ещё как может!
line:5233ac,короче...
line:c96826,"за неё я тебе дам {{FishPrice}}<sprite name=""Coin"" tint=1>!"
line:9a2691,{{FishName}}?!
line:e8eb1e,вот это удача!
line:57e063,"даю {{FishPrice}}<sprite name=""Coin"" tint=1>!"
line:231720,ТЫСЯЧА ЧЕРТЕЙ!
line:cfe338,{{FishName}} — это ЛЕГЕНДА\nЯстребиного пика
line:19bd98,но вот...
line:ba2d62,...ОНА ПРЯМО ПЕРЕДО МНОЙ!!!
line:ca47a0,Клэр
line:ece6f1,"за такой улов положено {{FishPrice}}<sprite name=""Coin"" tint=1>"
line:b283cd,вот
line:34583b,возьми пока мою запасную удочку
line:6339c3,Дорогому читателю таблички:
line:41138b,Ты любишь читать таблички?
line:f55731,"Думаю, да, ведь ты сейчас\nэтим и занимаешься."
line:dc8306,Тогда...
line:3d605e,Предлагаю тебе кое-что\nПОКРУЧЕ чтения!
line:22768c,Два слова:
line:1995fc,ПАРКУР
line:5bca9d,БАТТЛ
line:279e34,ПАРКУР-БАТТЛ!!!
line:b2c7ee,Я отмечу финиш на крыше\n<color=yellow>заброшенного дома</color>\nи сразу вернусь.
line:867ec1,—Эвери
line:a8922b,хм
line:75c453,"надо бы разобраться, что\nэто за <color=red>заброшенный дом</color>"
line:195ec3,Дорогому читателю таблички:
line:ea09e4,Привет!
line:28aa9d,Я тебя не знаю.
line:594736,Но наверняка ты очень крут.
line:265117,Я тоже!
line:e4f834,Мы должны сразиться. В скорости.
line:9c692f,Будет круто.
line:5bbb11,Скоро вернусь!
line:dec8bf,Ушла вешать ленточку у <color=yellow>маяка.</color>
line:349c42,—Эвери
line:2eedcb,хм
line:f415cc,"интересно, и где этот <color=red>маяк</color>?.."
line:be93a4,привет!
line:c41913,ты Эвери?
line:c5cb9e,ДА!
line:f330be,это я!!!
line:57672b,ты читала мою рекламу?
line:b6a40c,ту табличку?
line:d7faa0,ага
line:379365,СУПЕР!
line:ada9fe,тогда-а-а
line:e5f6bc,посоревнуемся?
line:38eabe,ПРИВЕТ!!!
line:138175,меня звать ЭВЕРИ!!!
line:1f6831,приятно познакомиться!!!
line:0689f6,привет
line:5d2d43,я Клэр
line:3efef0,"кажется, я видела твою табличку"
line:c42308,УЖЕ ВИДЕЛА?!
line:2a9577,ОТЛИЧНО!
line:16a037,"значит, ты пришла\nбросить мне вызов?"
line:13a7d0,ПРИВЕТ!!!
line:4058f3,меня звать ЭВЕРИ!!!
line:e21c0f,я — будущий ПАРКУР-МАСТЕР!!!
line:09b85d,потрясно!
line:e5d953,потрясней НЕКУДА!!!
line:f112fa,но вообще
line:60e62b,мне нужно с кем-то\nпотренироваться!
line:a3f689,так что...
line:07eebc,"...может, наперегонки?"
line:161a9e,привет ещё раз!
line:d89d2a,посоревнуемся?
line:847103,сегодня будет большой забег!
line:0c7748,НУ...
line:c66965,эх
line:e86d3a,"стыдно признаться, но"
line:7eccb9,Я ДОЛЖНА была участвовать\nв этом марафоне
line:5e5d79,"но я, оказывается, проворонила регистрацию!"
line:53ca5e,оу
line:6899de,"сочувствую, это фигово"
line:d03709,ага
line:fc23e2,я прямо
line:ae8420,очень расстроилась
line:70fec6,"считай, села в лужу\nв метре от старта"
line:c81a55,...
line:336807,но потом я часа два залипала\nв ролики с паркуром
line:b11f26,так что теперь ПАРКУР —\nмоя новая страсть!!!
line:152928,в общем
line:39df05,"круто, что у меня\nпоявился соперник!"
line:1fc720,конечно!
line:87caf1,попозже
line:5d6a3f,ШИКАРДО-О-ОС!
line:979808,ох
line:b43347,ну ладно
line:1dfc0b,приветик!
line:1b45fa,"ну что, смотри"
line:b3bcd8,я приготовила ещё один маршрут!
line:dc7795,ты как?
line:ba60b5,вперёд!
line:dff24b,куда бежим?
line:021dc4,на западе отсюда есть\nзаброшенный дом
line:f68100,по крайней мере
line:12ad83,"я так думаю, что он заброшенный"
line:d00be3,ну неважно
line:2178c6,давай заберёмся на крышу!
line:d50cd3,"там столб есть, кто первый до\nнего дотронется, тот и выиграл!"
line:6185b8,и ещё
line:2c7375,за весь забег можно использовать\nтолько <color=red>5 золотых перьев!</color>
line:4d180f,так будет интересней!
line:36faf6,готова?
line:87bd3d,ну как насчёт забега?
line:fecfc9,привет опять!
line:eb3492,ещё раз до заброшки?
line:5b8929,отлично!
line:5a5e6e,ПОГНАЛИ!
line:1a7c54,хорошо
line:6523af,"я буду тут, пока ты ищешь!"
line:cf5a2d,хм!
line:1a01ba,тебе бы перьев побольше\nнайти перед забегом
line:d65056,без них трудно будет!
line:34ba2d,да я так побегу!
line:dbe9d2,лучше в другой раз
line:270726,океюшки
line:842f68,приступим!
line:8023cb,"я подожду, пока ты ищешь!"
line:b8b05f,что ж
line:410521,должна признать
line:d03dbb,ты хороша!
line:ee7b3d,но
line:ab236a,я только разогреваюсь!
line:34b061,"блин, снова меня сделала!"
line:a25523,техника у тебя что надо
line:a3fcc4,но
line:73d813,я там споткнулась пару раз
line:667c1a,"по-моему, я могу гораздо лучше"
line:d9b608,ты обошла меня!!!
line:e9765f,"я думала, победа уже за мной..."
line:de783c,ну ничего
line:4f85ff,если захочешь повторить
line:f30d81,то я готова ещё улучшить результат!
line:d1e24e,"Клэр, ты МАШИНА"
line:84abb0,{{WonRaceTime}} на секундомере! всего-то!
line:c81118,у тебя можно многому научиться
line:02e40e,что ж
line:9809e3,"я буду здесь, если захочешь\nпробежать ещё раз!"
line:88fb28,"держу пари, если я воспользуюсь\nтвоими приёмчиками..."
line:7235ad,...в следующий раз выиграю я!
line:3c0edf,ё-моё
line:59d4d9,опять ты меня обошла
line:037fb6,секундомер точно сломался. {{WonRaceTime}}!\nкак такое вообще возможно!
line:b6224a,спортсмен ты явно покруче меня
line:e462ab,в следующий раз попробую твой маршрут!
line:c275da,блинский блин!
line:e4105e,ты слишком сильна!
line:ab381e,"я не верю, но секундомер говорит {{WonRaceTime}}!\nи как прикажешь такое побить?"
line:2633f1,хм...
line:cf79da,в следующий раз
line:8e7e1a,попробую пробежать как ты!
line:4fe818,я выиграла!
line:68c867,ты достойный соперник
line:9407b2,было реально весело!
line:9147fc,хороший забег!
line:3df838,у тебя тоже вышло неплохо
line:a1f4a4,"я всегда готова к реваншу,\nесли захочешь!"
line:024a95,да!!!
line:e56819,люблю хорошие забеги!
line:5ad305,спасибо за участие
line:775c7e,"надеюсь, я тебя не вымотала!"
line:f50d0e,я первая!
line:80a866,наконец-то!
line:3105f5,"хотя, если честно"
line:86ab73,я как бы... позаимствовала\nтвою прошлую стратегию
line:7fd42d,я выиграла!
line:26f439,фух!
line:046e08,жёстко было
line:b00e7c,"надеюсь, ты не обидишься, но"
line:13d8b9,я подсмотрела пару твоих приёмчиков
line:242318,"а-а-а, победа!"
line:ec2585,Клэр...
line:f728a3,я многому научилась у тебя!
line:467ab2,да я у тебя в долгу!!!
line:04f642,"круто, что тебе понравилось паркурить!"
line:7668e2,ОЙ!
line:eafb86,чуть не забыла
line:f5011f,это тебе!
line:504db6,если потеряешься\nво время забега
line:dfdf49,"вызови меня, и мы начнём сначала!"
line:bfec65,насыщенный такой денёк был
line:c89ff4,правда?
line:404828,чем занималась?
line:0a3c2e,ну...
line:5af845,{{Transition}}
line:8e9024,мне дали тост
line:e6bd98,...тот с клубникой?!
line:5f05ce,"нет, просто жареный кусок хлеба"
line:409a51,оу
line:46b377,{{Transition}}
line:261c74,я попробовала тот самый тост
line:009979,...с клубникой?!
line:b2a1c9,"нет, просто жареный кусок хлеба"
line:2e2822,оу
line:fad92e,{{Transition}}
line:4701d0,я наловила много рыбы!
line:d92c73,точнее
line:d279c1,целую КУЧУ рыбы
line:2f76d7,и заполнила весь журнал рыбака!
line:648e7e,ого!
line:9b81a1,ты времени зря не теряла
line:dfa256,{{Transition}}
line:fb29a1,я поймала очень редкую рыбу!
line:125b38,и с каких это пор ты\nумеешь рыбачить?
line:ab56c2,сегодня научилась!
line:a25894,ого!
line:58bf75,ты времени зря не теряла
line:224db4,{{Transition}}
line:8f1170,я научилась ловить рыбу!
line:1adf1a,правда?
line:52fcb1,да!
line:acf384,Билл одолжил мне удочку
line:b1fcde,"конечно же, это был Билл!"
line:0588d0,никогда не видела его без удочки!
line:9ae69f,{{Transition}}
line:aebc89,"не хочу хвастаться, но"
line:b4c4e6,"кажется, я теперь чемпион мира\nпо пляжному палкаболу"
line:766c37,что за пляжный палкабол?
line:d60db0,новое слово в спорте
line:f81b4f,"как волейбол, только с палками"
line:991695,я б сыграла!
line:c7ee6a,{{Transition}}
line:c3d3b6,я играла в пляжный палкабол
line:695b04,что за пляжный палкабол?
line:edbc45,да ребята играли
line:23899f,дети постоянно что-то придумывают
line:3983bc,"да уж, тяжело угнаться за молодёжью"
line:c90080,{{Transition}}
line:4ba184,я сплавала на таинственный остров!
line:bdf471,"на пятачок Пата, что ли?"
line:9d3c6f,"а, он так называется?"
line:1881c5,теперь звучит...
line:c58a48,...вообще не так таинственно
line:ebbf38,ну прости!
line:445da7,{{Transition}}
line:e04a0e,я стукнула по камню лопатой...
line:cd7653,...и из него высыпались ДЕНЬГИ!
line:2decf0,это был ДЕНЕЖНЫЙ КАМЕНЬ!
line:5ee56c,ну тут ты уже просто выдумываешь!
line:b89fb0,"я очень сомневаюсь, что такие\nкамни вообще можно найти..."
line:35d0ae,"...у нас, в Онтарио"
line:c46fe3,они же только в западной части страны
line:cff45e,{{Transition}}
line:25bb37,сегодня я победила в паркуре!
line:f3b6c6,ого!
line:7928ef,э-э
line:4e9c9a,а что такое паркур?
line:ad18f9,"ну, это когда..."
line:934183,лазаешь и прыгаешь где только можно
line:4c1ca4,звучит весело
line:923cea,{{Transition}}
line:62c03b,я встретила живописца!
line:fc6c10,такие пейзажи рисует
line:375b88,просто слов нет
line:cb77e8,"да, Ястребиный пик прекрасен"
line:d39337,так что я не удивлена!
line:1bcea0,{{Transition}}
line:91ce9c,я завела себе нового друга\nна смотровой площадке!
line:249ef2,"беседка там суперская стоит, кстати"
line:87cd22,точно!
line:68d4d8,оттуда закаты шикарные
line:8fbef4,{{Transition}}
line:d6ac30,я нашла секретный\nпуть через гору!
line:d11cfe,то есть...
line:7da2ab,ты ходила по перекрытым туннелям?
line:3a7aeb,это же очень опасно
line:e7693c,их не просто так перекрыли!
line:c63da6,"ха-ха, у-у-у-упс!"
line:c12b29,Клэр!
line:ba9c90,{{Transition}}
line:e14636,"кажется, я встретила будущего\nпремьер-министра..."
line:86d7f5,"а если и не министра, то точно\nталантливого архитектора!"
line:1786cb,"ты про мальчика, который\nстроит замки из песка?"
line:1d6dff,"ага, того самого"
line:c24aa0,я не удивлена
line:d4a6b1,уж кто бы ещё это мог быть...
line:f7fa0b,{{Transition}}
line:9e187f,я вступила в клуб скалолазов
line:75a43e,очень хорошо!
line:749356,это отличная физическая подготовка
line:d4ed04,большой клуб?
line:8c6ac2,ну
line:35befd,это...
line:ff84e0,...как посмотреть
line:2bb787,"хм, понятно"
line:3a7c33,{{Transition}}
line:1c15b4,я заплатила за учебный семестр!
line:8e2ebf,чего? за какой ещё семестр?
line:20474f,ну да
line:70ca6f,"не за свой, но"
line:c47b6e,"заплатила, да"
line:3ba7b7,э-э-э
line:094dfd,"хороший поступок, наверное"
line:d71849,{{Transition}}
line:4fcad8,"кажется, я теперь поняла, что\nзначит быть фрилансером"
line:a611b9,что-что поняла?
line:edc3b2,"эх, долго рассказывать"
line:fed760,что ж
line:a8188b,"надеюсь, тебе хорошо заплатили!"
line:b93bda,{{Transition}}
line:91bfb2,я купила шляпу рейнджера!
line:885ef3,твоя тебе так идёт
line:ebedd0,вот я и решила взять\nсебе такую же!
line:d8a4f2,что думаешь?
line:6ad66d,я купила шляпу рейнджера!
line:0b64f5,твоя тебе так идёт
line:4b3970,вот я и решила взять\nсебе такую же!
line:defe11,как тебе?
line:7510e8,удачная покупка!
line:f6d137,смотрится превосходно!
line:db992b,{{Transition}}
line:7db621,мне подарили клёвую повязку!
line:1c2a5d,как тебе?
line:b00b9c,м?
line:b2e01d,"клёвая, да?"
line:dc6a15,очень!
line:59fff7,{{Transition}}
line:d72750,я нашла клад!
line:a56577,пришлось разгадать одну хитрую загадку
line:432678,"загадку, да?"
line:1e6537,молодец
line:593a7d,{{Transition}}
line:a5f657,"посмотри, сколько я монет нашла!"
line:5060b9,все карманы набиты!
line:f62121,ничего себе!
line:a59e7f,вот это деньжищи!
line:7d89f7,ой
line:406e81,сразу и не вспомнить!
line:cda327,"умаялась, значит!"
line:1c38e6,и
line:e6e2fe,наверняка я ещё кучу всего успела!
line:f922ab,просто не помню...
line:f5fff3,долгий же был день!
line:bc6864,"да уж, представляю"
line:e2d3a4,ну что
line:4c8e11,проголодалась?
line:a07cf2,я скоро буду хот-доги разогревать
line:5d1a0b,ты же вроде хотела\nкарри приготовить?
line:94ae72,эх
line:205292,заленилась
line:ef42c2,ну ладно...
line:3d17a3,я как-то вымоталась
line:191dd6,"пойду посплю, что ли"
line:297618,давай!
line:953143,сладких снов!
line:46c54d,хм?
line:1f7d59,изо рта что-то торчит...
line:594261,похоже на...
line:24382b,разрешение на кемпинг?!
line:7360c2,извини за тот приступ паники
line:4c11c2,"как пропало разрешение, я\nтеперь всё время на нервах"
line:169c62,как представлю...
line:5971e9,...что меня поймают без него...
line:64f213,просто кошмар!
line:9ad6a3,"привет, Тим!"
line:388534,как жизнь?
line:e2689b,кста-а-ати
line:9b8d16,ты знала?
line:e283d0,как ты в итоге забрался\nна эту скалу?
line:c537ee,ну...
line:8ddafd,пригодился один хороший совет
line:0acaee,"о-о, спасибо"
line:115ae9,я всегда стараюсь помочь
line:58d801,"ну, на самом деле"
line:0fee38,я просто вспомнил\nсекрет скалолазания
line:e27680,"лазать, лазать и ещё раз лазать?"
line:87b62d,бинго!
line:5fc1f8,запомни
line:cd37f8,ассоциация скалолазов занимается\nНЕ ТОЛЬКО скалолазанием
line:66520c,да ну?
line:3bed22,"ещё мы ждём, что ты\nПРОЯВИШЬ АКТИВНОСТЬ\nв онлайн-сообществе!"
line:fce5ec,это очень важно
line:4278de,понятно
line:8512e4,я модератор на форуме
line:53e3b5,так что
line:e14d93,"если не зарегистрируешься,\nя всё узнаю!"
line:401ca6,ребята!
line:7c803f,как вы?
line:bb2f75,так чем вы занимались?
line:af5bd4,болтали с Чарли
line:862125,баек по работе у него\nцелая гора накопилась...
line:244796,кстати о байках...
line:1c3656,я хочу почитать этот его РОМАН!!!
line:5a4264,Тим!
line:d02724,Клэр
line:d0469c,нужно признать
line:9fb0c2,ты выдающийся скалолаз
line:910ddf,"ну, мне проще, я\nведь летать умею"
line:2191c1,"дополнительная страховка,\nтак сказать"
line:aa4e6f,не скромничай
line:6a2576,ты молодец!
line:04efdc,давай завтра вместе поднимемся!
line:7a963a,ты мне дорогу покажешь!
line:cf7683,КЛЭР! НЕ ПОМОГАЕШЬ\nВОТ ВООБЩЕ!
line:927794,О-О-О
line:e477d3,ДА ЗНАЕШЬ
line:2bbcba,ОЧЕНЬ ДАЖЕ ХОРОШО
line:c045d4,ТОЛЬКО ЧТО ПОКОРИЛ\nЯСТРЕБИНЫЙ ПИК
line:1987df,КАК
line:b2bac3,РАЗ ПЛЮНУТЬ
line:bf0f1f,поздравляю!
line:bfbb60,ты тоже добрался до вершины?
line:8c0a68,...
line:bde61f,НУ
line:37739f,ПРАКТИЧЕСКИ ПОКОРИЛ
line:4f2bd5,"МЫ ВЕДЬ И ТАК ЗДЕСЬ, В ПРИНЦИПЕ?"
line:d42384,"ну, формально да"
line:d45f04,весь этот участок считается\nястребиным пиком
line:110e5e,ВИДИШЬ?
line:b9890f,КАК ДВА ПАЛЬЦА
line:f8688d,до пика... Ястребиного пика\nдоберёмся в другой день
line:65e85b,мы уже с ног валимся
line:e05da1,"лучше ведь не доводить\nдо крайности, верно?"
line:3327fc,однозначно
line:3f16c8,безопасность превыше всего
line:699367,а ты всё-таки поднялась?
line:ee9498,как там?
line:b71884,прекрасно!
line:88b0dd,там очень яркое северное сияние
line:3fa79c,поскорей бы увидеть\nсобственными глазами!
line:42c5be,приятно побыть в компании
line:f6a84e,обычно здесь тихо
line:3e3036,тебе тут не скучно?
line:22e988,ну
line:fc2c95,мне есть чем заняться
line:36fd46,"Клэр, ты слышала?"
line:824fb1,"покажешь потом, что получилось?"
line:73025a,ну...
line:f29b50,"думаю, да"
line:6f6be1,круто!
line:b590d9,"уверена, рассказ отличный будет!"
line:7fd6d2,"ты, главное, не мёрзни!"
line:62f860,Чарли ЯКОБЫ пишет книгу
line:0874b1,эй!
line:f04cb4,я...
line:c665c5,...почти закончил
line:983d2d,и
line:5e5037,это всего лишь небольшой рассказ!
line:22cec5,тогда почему его\nнельзя почитать?!
line:80fb4e,он ПОЧТИ готов
line:fc2318,но не совсем...
line:cb51be,никак не решу с концовкой
line:7fff81,"а, ну это легко"
line:6808b1,просто сделай её супергрустной
line:b1e5e1,"все рыдают, все умирают"
line:043d1a,вот как надо делать ИСКУССТВО
line:24923a,ну не знаю
line:476e3e,я люблю счастливые концовки
line:905fbb,и типа
line:28e42d,вот не понимаю
